CardID;category;tags
301;Python;"[""замыкание"", ""циклы"", ""lambda"", ""списковое_включение"", ""python""]"
302;Python;"[""интерпретируемый_язык"", ""компиляция"", ""байт-код"", ""cpython"", ""pypy"", ""jit_компиляция"", ""python""]"
303;Python;"[""альтернативные_реализации"", ""jython"", ""ironpython"", ""pypy"", ""stackless_python"", ""micropython"", ""интеграция_с_java"", ""интеграция_с_.net"", ""jit_компиляция"", ""многопоточность"", ""встраиваемые_устройства""]"
304;Python;"[""unittest"", ""модульное_тестирование"", ""тестирование"", ""python"", ""mock"", ""тестовые_случаи"", ""код_качество""]"
305;Python;"[""модульное_тестирование"", ""unittest"", ""pytest"", ""тестирование_кода"", ""python"", ""пример_кода"", ""assert""]"
306;Python;"[""flask"", ""микрофреймворк"", ""веб_приложения"", ""простота_использования"", ""гибкость"", ""расширяемость""]"
307;Python;"[""flask-wtf"", ""web-формы"", ""csrf_защита"", ""xss_защита"", ""валидация_форм"", ""python""]"
308;Python;"[""flask"", ""веб-фреймворк"", ""mvc"", ""модель"", ""представление"", ""контроллер"", ""маршруты""]"
309;Python;"[""flask"", ""сессии"", ""python"", ""управление_сессиями"", ""веб_разработка"", ""безопасность""]"
310;Python;"[""flask"", ""mvc"", ""модель-представление-контроллер"", ""веб-разработка"", ""python"", ""архитектура_приложения""]"
311;Python;"[""flask"", ""sqlalchemy"", ""база_данных"", ""sqlite"", ""подключение_к_базе"", ""python""]"
312;Python;"[""сортировка_пузырьком"", ""алгоритмы"", ""python"", ""сортировка"", ""программирование"", ""обработка_данных""]"
313;Python;"[""проверка_утечки_памяти"", ""linux"", ""valgrind"", ""tracemalloc"", ""отладка"", ""python""]"
314;Python;"[""возвращение_множественных_значений"", ""функции"", ""кортежи"", ""списки"", ""python"", ""пример_кода""]"
315;Python;"[""обмен_значениями"", ""множественное_присваивание"", ""python"", ""переменные"", ""temp_variable"", ""краткость_и_понятность""]"
316;Python;"[""управление_памятью"", ""сборщик_мусора"", ""счетчик_ссылок"", ""автоматическое_освобождение_памяти"", ""python"", ""memory_management""]"
317;Python;"[""возвращаемое_значение"", ""функции"", ""none"", ""оператор_return"", ""основы_python"", ""python""]"
318;Python;"[""python"", ""списки"", ""переворот_списка"", ""методы"", ""reverse"", ""reversed"", ""срезы""]"
319;Python;"[""слияние_списков"", ""алгоритмы"", ""python"", ""сортировка"", ""объединение_списков"", ""программирование""]"
320;Python;"[""чтение_файлов"", ""python"", ""readline"", ""readlines"", ""цикл_while"", ""цикл_for"", ""работа_с_файлами""]"
321;Python;"[""стандартные_библиотеки"", ""python"", ""библиотеки"", ""программирование"", ""datetime"", ""math"", ""random"", ""re"", ""json"", ""csv""]"
322;Python;"[""размер_целого_числа"", ""платформа"", ""байты"", ""биты"", ""decimal"", ""python""]"
323;Python;"[""сериализация"", ""json"", ""pickle"", ""yaml"", ""xml"", ""avro"", ""python_форматы_сериализации""]"
324;Python;"[""управление_памятью"", ""сборщик_мусора"", ""подсчет_ссылок"", ""gc"", ""автоматическое_управление_памятью"", ""garbage_collection"", ""reference_counting""]"
325;Python;"[""неизменяемый_тип"", ""immutable"", ""кортеж"", ""tuple"", ""структуры_данных"", ""data_structures"", ""особенности_python""]"
326;Python;"[""структуры_данных"", ""list"", ""dictionary"", ""set"", ""tuple"", ""основы_python""]"
327;Python;"[""python_vs_scala"", ""spark"", ""производительность"", ""big_data"", ""выбор_языка"", ""начинающие_разработчики""]"
328;Python;"[""paramiko"", ""ssh"", ""работа_с_файлами"", ""удаленный_доступ"", ""копирование_файлов"", ""python""]"
329;Python;"[""list_comprehension"", ""циклы"", ""списки"", ""конструкции"", ""условия"", ""генерация_списков""]"
330;Python;"[""выполнение_java_кода"", ""jpype"", ""python"", ""java"", ""интеграция_java_python"", ""установка_библиотеки""]"
331;Linux;"[""поиск_pid"", ""использование_ресурсов"", ""ps"", ""top"", ""командная_строка"", ""процессорное_использование"", ""использование_памяти""]"
332;Python;"[""обработка_данных"", ""инструменты_приема_данных"", ""pandas"", ""petl"", ""bonobo"", ""beautiful_soup"", ""airflow"", ""azure"", ""etl""]"
333;Python;"[""выполнение_кода"", ""лексический_анализ"", ""синтаксический_анализ"", ""компиляция"", ""интерпретация"", ""байт-код"", ""python""]"
334;Python;"[""привязка_значений"", ""переменные"", ""объекты"", ""память"", ""python""]"
335;Python;"[""создание_списка"", ""list"", ""генератор_списка"", ""append"", ""структуры_данных"", ""основы_python""]"
336;Python;"[""создание_словарей"", ""python"", ""цикл_for"", ""comprehension"", ""ключевое_слово_dict"", ""фигурные_скобки""]"
337;Python;"[""list_comprehension"", ""генераторы"", ""производительность"", ""синтаксис"", ""python"", ""циклы""]"
338;Python;"[""наследование"", ""классы"", ""методы"", ""python"", ""объектно_ориентированное_программирование"", ""oop""]"
339;Python;"[""инициализация_класса"", ""исключения"", ""python"", ""ошибка_init"", ""typeerror"", ""zero_division_error""]"
340;Python;"[""деление_на_ноль"", ""исключения"", ""zero_division_error"", ""try_except"", ""обработка_ошибок"", ""python""]"
341;Python;"[""переменные_экземпляра"", ""переменные_класса"", ""инициализация"", ""python"", ""классы"", ""объектно_ориентированное_программирование""]"
342;Python;"[""python"", ""встроенные_функции"", ""map"", ""reduce"", ""filter"", ""обработка_коллекций""]"
343;Python;"[""генераторы"", ""python"", ""yield"", ""итераторы"", ""функции"", ""обработка_данных""]"
344;Python;"[""итераторы"", ""цикл_for"", ""python"", ""метод_iter"", ""метод_next"", ""исключение_stopiteration""]"
345;Python;"[""генераторы"", ""итераторы"", ""python"", ""пример_кода"", ""цикл_for"", ""yield""]"
346;Python;"[""итераторы"", ""генераторы"", ""yield"", ""цикл_for"", ""python"", ""функции""]"
347;Python;"[""итераторы"", ""генераторы"", ""yield"", ""python"", ""программирование"", ""циклы""]"
348;Python;"[""mro"", ""множественное_наследование"", ""алгоритм_c3"", ""python"", ""наследование"", ""method_resolution_order""]"
349;Python;"[""разница_между_append_extend"", ""списки"", ""методы_списков"", ""python"", ""append"", ""extend"", ""объединение_списков""]"
350;Python;"[""функциональное_программирование"", ""высшие_функции"", ""замыкания"", ""списковые_включения"", ""python"", ""устойчивость_кода"", ""модульность""]"
351;Python;"[""ctypes"", ""работа_с_c_в_python"", ""модули_python"", ""внешние_библиотеки"", ""интеграция_c_и_python"", ""производительность""]"
352;Python;"[""множественное_наследование"", ""классы"", ""наследование"", ""композиция"", ""python"", ""алмазное_наследование""]"
353;Python;"[""метаклассы"", ""python"", ""классы"", ""наследование"", ""программирование"", ""пример_кода""]"
354;Python;"[""свойства"", ""контроль_доступа"", ""python"", ""классы"", ""атрибуты_класса"", ""ограничения""]"
355;Python;"[""строка_юникода"", ""unicode"", ""работа_с_текстом"", ""python3"", ""кодировка"", ""python""]"
356;Python;"[""yield"", ""генераторы"", ""python"", ""ленивая_генерация"", ""функция-генератор"", ""передача_значений""]"
357;Python;"[""полиморфизм"", ""объектно-ориентированное_программирование"", ""python"", ""наследование"", ""методы"", ""примеры_кода""]"
358;Python;"[""упаковка_кода"", ""модули"", ""сборщики"", ""исполняемый_файл"", ""контейнеры"", ""docker"", ""setuptools"", ""py2exe"", ""pyinstaller"", ""nuitka"", ""cx_freeze""]"
359;Python;"[""интерпретируемый_язык"", ""исполняемый_файл"", ""pyinstaller"", ""cx_freeze"", ""интерпретатор_python"", ""упаковка_кода""]"
360;Python;"[""dunder"", ""специальные_методы"", ""переменные"", ""атрибуты"", ""python""]"
361;Python;"[""импорт_модулей"", ""функции"", ""import"", ""from_import"", ""python""]"
362;Python;"[""динамическая_типизация"", ""утиная_типизация"", ""типы_данных"", ""динамический_тип"", ""duck_typing"", ""programming_languages""]"
363;Python;"[""высокопроизводительные_вычисления"", ""разработка_мобильных_приложений"", ""системы_реального_времени"", ""низкий_уровень_программирования"", ""браузерные_приложения"", ""ограничения_python"", ""выбор_языка_программирования""]"
364;Programming;"[""dry"", ""принципы_разработки"", ""oop"", ""fp"", ""наследование"", ""функции_высшего_порядка""]"
365;Python;"[""научные_исследования"", ""веб-приложения"", ""автоматизация_задач"", ""создание_игр"", ""десктопные_приложения"", ""обработка_данных"", ""machine_learning"", ""django"", ""flask"", ""pygame"", ""pyqt"", ""tkinter""]"
366;Python;"[""фреймворки"", ""python_frameworks"", ""django"", ""flask"", ""pyramid"", ""bottle"", ""cherrypy"", ""веб_разработка"", ""программирование""]"
367;Python;"[""интерпретируемый_язык"", ""байт-код"", ""виртуальная_машина"", ""python"", ""jit"", ""компиляция""]"
368;Python;"[""словари"", ""создание_словаря"", ""чтение_и_запись"", ""встроенные_методы"", ""python"", ""dict""]"
369;Python;"[""аргументы"", ""функции"", ""python"", ""необязательные_аргументы"", ""ключевые_аргументы"", ""*args"", ""**kwargs""]"
370;Python;"[""индексация"", ""срезы"", ""python"", ""строки"", ""списки"", ""итерируемые_объекты""]"
371;Python;"[""str_vs_repr"", ""строковое_представление"", ""встроенные_функции"", ""python"", ""отладка"", ""человекочитаемый_формат"", ""официальное_представление""]"
372;Python;"[""динамическая_типизация"", ""python"", ""переменные"", ""типы_данных"", ""основы_python""]"
373;Python;"[""все_объекты"", ""объектно-ориентированное_программирование"", ""python"", ""типы_данных"", ""методы"", ""атрибуты""]"
374;Python;"[""промежуточное_программное_обеспечение"", ""middleware"", ""http-запросы"", ""http-ответы"", ""веб-фреймворки"", ""django"", ""flask""]"
375;Python;"[""python"", ""циклы"", ""итерация"", ""enumerate"", ""индексы_и_значения"", ""упрощение_кода""]"
376;Python;"[""сжатие_списков"", ""сжатие_словарей"", ""синтаксис"", ""python"", ""преобразование_данных"", ""итерируемые_объекты""]"
377;Python;"[""списки"", ""индексация"", ""создание_массива"", ""python"", ""примеры_кода"", ""работа_со_списками""]"
378;Python;"[""генерация_случайных_чисел"", ""random"", ""python"", ""случайные_числа"", ""программирование"", ""модуль_random""]"
379;Python;"[""обработка_исключений"", ""try_except"", ""python"", ""zero_division_error"", ""value_error"", ""конструкция_try_except""]"
380;Python;"[""исключения"", ""иерархия_исключений"", ""python"", ""обработка_исключений"", ""baseexception"", ""try_except""]"
381;Python;"[""структуры_данных"", ""list"", ""tuple"", ""set"", ""dict"", ""python"", ""изменяемые_и_неизменяемые_типы""]"
382;Python;"[""virtualenv"", ""изоляция_окружения"", ""управление_зависимостями"", ""python_окружение"", ""установка_пакетов"", ""работа_с_библиотеками""]"
383;Python;"[""with_оператор"", ""контекстный_менеджер"", ""python"", ""работа_с_файлами"", ""автоматическое_закрытие"", ""протокол_контекстного_менеджера""]"
384;Python;"[""class"", ""self"", ""экземпляр_класса"", ""методы"", ""конструктор"", ""объектно-ориентированное_программирование"", ""oop""]"
385;Python;"[""isinstance"", ""типы_данных"", ""проверка_типов"", ""python""]"
386;Python;"[""методы_класса"", ""статические_методы"", ""методы_экземпляра"", ""классы"", ""python"", ""oop""]"
387;Python;"[""map"", ""filter"", ""reduce"", ""lambda"", ""встроенные_функции"", ""функциональное_программирование""]"
388;Python;"[""классы_нового_стиля"", ""классы_старого_стиля"", ""наследование"", ""объектно-ориентированное_программирование"", ""python2"", ""python3""]"
389;General;"[""различия"", ""python_vs_java"", ""типизация"", ""структуры_данных"", ""параллелизм"", ""компиляция"", ""импорт""]"
390;Python;"[""контекстный_процессор"", ""django"", ""шаблоны"", ""глобальные_переменные"", ""python"", ""веб-разработка""]"
391;Python;"[""динамическое_выполнение_кода"", ""встроенные_функции"", ""eval"", ""exec"", ""python"", ""безопасность""]"
392;Python;"[""аргументы_командной_строки"", ""python"", ""argparse"", ""обработка_аргументов"", ""sys.argv"", ""параметры_запуска""]"
393;Python;"[""yield"", ""генераторы"", ""итераторы"", ""python"", ""функции"", ""последовательности""]"
394;Python;"[""ord()"", ""chr()"", ""функции"", ""кодировка_ascii"", ""unicode"", ""python""]"
395;Python;"[""метаклассы"", ""программирование"", ""классы"", ""динамические_атрибуты"", ""python"", ""oop""]"
396;Python;"[""дескрипторы"", ""атрибуты_класса"", ""объектно-ориентированное_программирование"", ""python"", ""get_set_delete"", ""пример_кода""]"
397;Python;"[""пространство_имен"", ""область_видимости"", ""python"", ""legb"", ""конфликты_имен"", ""эффективный_код""]"
398;Python;"[""mro"", ""наследование"", ""методы"", ""классы"", ""порядок_разрешения_методов"", ""python""]"
399;Python;"[""python"", ""списки"", ""comprehensions"", ""программирование"", ""оптимизация_кода"", ""генераторы""]"
400;Python;"[""функции_высшего_порядка"", ""обработка_данных"", ""map"", ""filter"", ""reduce"", ""исключения"", ""обработка_ошибок""]"
401;Python;"[""обработка_исключений"", ""custom_exception"", ""python"", ""программирование"", ""try_except"", ""создание_исключений""]"
402;Python;"[""ввод_данных"", ""python2"", ""python3"", ""input"", ""raw_input"", ""строки""]"
403;Python;"[""__name__"", ""__main__"", ""условный_блок"", ""импорт_модуля"", ""python"", ""исполнение_скрипта""]"
404;Python;"[""обработка_исключений"", ""finally"", ""исключения"", ""управление_ресурсами"", ""python""]"
405;Python;"[""многопоточность"", ""gil"", ""threading"", ""multiprocessing"", ""concurrent.futures"", ""асинхронность"", ""asyncio"", ""trio"", ""python""]"
406;Python;"[""неблокирующий_ввод-вывод"", ""асинхронное_программирование"", ""asyncio"", ""aiohttp"", ""python"", ""асинхронный_http-запрос""]"
407;Python;"[""исключения"", ""ошибка"", ""try_except"", ""обработка_исключений"", ""python""]"
408;Python;"[""модули"", ""импорт"", ""функции"", ""пакеты"", ""python_import"", ""python_modules""]"
409;Python;"[""создание_функции"", ""python"", ""def"", ""пример_кода"", ""аргументы_функции"", ""вывод_в_консоль""]"
410;Python;"[""классы"", ""определение_класса"", ""инициализация"", ""методы"", ""python"", ""class"", ""constructor"", ""methods""]"
411;Python;"[""классы"", ""создание_экземпляра"", ""python"", ""конструктор"", ""объектно_ориентированное_программирование"", ""инициализация""]"
412;Python;"[""возврат_значений"", ""функции"", ""типы_данных"", ""python"", ""оператор_return"", ""работа_с_функциями""]"
413;Python;"[""функции"", ""без_return"", ""None"", ""поведение_функции"", ""Python"", ""значение_по_умолчанию""]"
414;Python;"[""словари"", ""сохранение_порядка"", ""python3.7+"", ""ordereddict"", ""python""]"
415;Python;"[""изменяемые_структуры_данных"", ""ключи_в_словарях"", ""programming"", ""data_structures"", ""python""]"
416;Python;"[""кортеж_vs_список"", ""immutable_vs_mutable"", ""python"", ""структуры_данных"", ""эффективность_памяти"", ""использование_в_словарях""]"
417;Python;"[""обработка_файлов"", ""чтение_файла"", ""запись_в_файл"", ""добавление_в_файл"", ""бинарный_режим"", ""python""]"
418;general;"[""проверка_сервера"", ""системные_ресурсы"", ""доступность_сети"", ""журналы"", ""брандмауэр"", ""network"", ""system_resources"", ""logs"", ""firewall""]"
419;SQL;"[""язык_запросов"", ""структурированный_язык_запросов"", ""реляционная_база_данных"", ""субд"", ""непроцедурный_язык"", ""формальный_язык"", ""SQL""]"
420;SQL;"[""операторы_sql"", ""ddl"", ""dml"", ""dcl"", ""tcl"", ""управление_данными"", ""базы_данных""]"
421;SQL;"[""null"", ""базы_данных"", ""отсутствие_значения"", ""специальное_значение"", ""sql""]"
422;SQL;"[""временная_таблица"", ""базы_данных"", ""хранение_данных"", ""sql"", ""агрегирование_данных"", ""управление_данными""]"
423;SQL;"[""базы_данных"", ""представление"", ""view"", ""sql"", ""безопасность_данных"", ""управление_данными""]"
424;SQL;"[""select"", ""оператор_select"", ""sql"", ""базы_данных"", ""dml"", ""структура_sql""]"
425;SQL;"[""join"", ""sql"", ""оператор_соединения"", ""базы_данных"", ""реляционная_алгебра"", ""выборка_данных""]"
426;SQL;"[""join"", ""inner_join"", ""left_join"", ""right_join"", ""full_outer_join"", ""cross_join"", ""типы_соединений"", ""декартово_произведение""]"
427;SQL;"[""join_vs_подзапросы"", ""оптимизация_запросов"", ""субд"", ""select"", ""агрегатные_значения"", ""sql""]"
428;SQL;"[""фильтрация_результата"", ""group_by"", ""having"", ""логические_условия"", ""sql""]"
429;SQL;"[""различие"", ""having_vs_where"", ""агрегатные_функции"", ""ограничивающее_выражение"", ""sql"", ""условия_выборки""]"
430;SQL;"[""sql"", ""сортировка_данных"", ""order_by"", ""порядок_столбцов"", ""asc_desc"", ""запросы""]"
431;SQL;"[""агрегация"", ""group_by"", ""базы_данных"", ""sql"", ""обработка_данных"", ""group_by_оператор""]"
432;SQL;"[""group_by"", ""обработка_null"", ""агрегация"", ""sql"", ""базы_данных""]"
433;SQL;"[""различия"", ""операторы"", ""group_by"", ""distinct"", ""агрегатные_функции"", ""уникальные_значения"", ""sql""]"
434;SQL;"[""агрегатные_функции"", ""sql"", ""count"", ""sum"", ""avg"", ""max"", ""min""]"
435;SQL;"[""агрегатные_функции"", ""count"", ""разница_count"", ""null_значения"", ""sql"", ""подсчет_записей""]"
436;SQL;"[""операторы"", ""exists"", ""подзапросы"", ""условные_выражения"", ""базы_данных"", ""sql""]"
437;SQL;"[""операторы"", ""in"", ""between"", ""like"", ""фильтрация_данных"", ""sql""]"
438;SQL;"[""объединение_таблиц"", ""union"", ""без_дублей"", ""union_all"", ""sql_запросы"", ""обработка_данных""]"
439;SQL;"[""ограничения_целостности"", ""primary_key"", ""check"", ""unique"", ""foreign_key"", ""sql_constraints"", ""базы_данных""]"
440;SQL;"[""ограничения"", ""primary_key"", ""unique_key"", ""индексы"", ""null_значения"", ""базы_данных""]"
441;SQL;"[""foreign_key"", ""null"", ""ограничения"", ""базы_данных""]"
442;SQL;"[""создание_индекса"", ""create_index"", ""unique"", ""primary_key"", ""sql"", ""базы_данных""]"
443;SQL;"[""merge"", ""обновление_данных"", ""вставка_данных"", ""слияние_таблиц"", ""sql"", ""оператор_merge""]"
444;SQL;"[""удаление_данных"", ""различия"", ""dml"", ""ddl"", ""delete"", ""truncate"", ""sql""]"
445;SQL;"[""explain"", ""оптимизация_запросов"", ""индексы"", ""sql"", ""анализ_запросов"", ""соединение_таблиц""]"
446;SQL;"[""returning"", ""вставка_обновление_удаление"", ""postgresql"", ""базы_данных"", ""sql_запросы"", ""работа_с_данными""]"
447;SQL;"[""хранимая_процедура"", ""базы_данных"", ""sql"", ""производительность"", ""безопасность_данных"", ""ddl"", ""dml""]"
448;SQL;"[""триггер"", ""целостность_данных"", ""бизнес-логика"", ""транзакция"", ""before"", ""after"", ""sql""]"
449;SQL;"[""курсор"", ""база_данных"", ""работа_с_записями"", ""declare"", ""open"", ""fetch"", ""close"", ""deallocate"", ""sql""]"
450;SQL;"[""типы_данных"", ""разница"", ""datetime"", ""timestamp"", ""базы_данных"", ""хранение_даты""]"
451;SQL;"[""типы_данных"", ""bit"", ""операции"", ""sql""]"
452;SQL;"[""transact_sql"", ""pivot"", ""unpivot"", ""преобразование_данных"", ""операторы_sql"", ""базы_данных""]"
453;SQL;"[""ранжирование"", ""ранжирующие_функции"", ""transact_sql"", ""row_number"", ""rank"", ""dense_rank"", ""ntile"", ""базы_данных"", ""sql""]"
454;SQL;"[""intersect"", ""except"", ""transact_sql"", ""уникальные_записи"", ""операции_над_множествами"", ""запросы""]"
455;SQL;"[""запросы"", ""максимальное_значение"", ""агрегатные_функции"", ""вложенные_запросы"", ""создание_таблицы"", ""sql"", ""primary_key"", ""auto_increment""]"
